pmid,Title,node-A,normalized_node_A,edge,normalized_edge,node-B,normalized_node_B,Context,normalized_Context
32964498.0,m6A RNA methyltransferases METTL3/14 regulate immune responses to anti-PD-1 therapy.,METTL14,METTL14,regulate,AFFECTS,immune responses to anti-PD-1 therapy,immune responses to anti-PD-1 therapy,Null,Null
,,,,,,,,,
32948220.0,"YTHDF2, a protein repressed by miR-145, regulates proliferation, apoptosis, and migration in ovarian cancer cells.",miR-145,MIR145,repress,INHIBITS,YTHDF2,YTHDF2,Ovarian Cancer cells,OV(Ovarian Serous Cystadenocarcinoma)
32948220.0,"YTHDF2, a protein repressed by miR-145, regulates proliferation, apoptosis, and migration in ovarian cancer cells.",YTHDF2,YTHDF2,regulate,AFFECTS,Proliferation,cell population proliferation,Ovarian Cancer cells,OV(Ovarian Serous Cystadenocarcinoma)
32948220.0,"YTHDF2, a protein repressed by miR-145, regulates proliferation, apoptosis, and migration in ovarian cancer cells.",YTHDF2,YTHDF2,regulate,AFFECTS,Apoptosis,apoptotic process,Ovarian Cancer cells,OV(Ovarian Serous Cystadenocarcinoma)
32948220.0,"YTHDF2, a protein repressed by miR-145, regulates proliferation, apoptosis, and migration in ovarian cancer cells.",YTHDF2,YTHDF2,regulate,AFFECTS,Migration,migration,Ovarian Cancer cells,OV(Ovarian Serous Cystadenocarcinoma)
,,,,,,,,,
33563765.0,Exosomal Delivery of FTO Confers Gefitinib Resistance to Recipient Cells through ABCC10 Regulation in an m6A-dependent Manner.,FTO,FTO,confer,PRODUCES,Gefitinib Resistance ,Gefitinib Resistance,Recipient Cells,Recipient Cells
33563765.0,Exosomal Delivery of FTO Confers Gefitinib Resistance to Recipient Cells through ABCC10 Regulation in an m6A-dependent Manner.,FTO,FTO,regulate,AFFECTS,m6A,m6A,Recipient Cells,Recipient Cells
33563765.0,Exosomal Delivery of FTO Confers Gefitinib Resistance to Recipient Cells through ABCC10 Regulation in an m6A-dependent Manner.,m6A,m6A,regulate,AFFECTS,ABCC10,ABCC10,Recipient Cells,Recipient Cells
33563765.0,Exosomal Delivery of FTO Confers Gefitinib Resistance to Recipient Cells through ABCC10 Regulation in an m6A-dependent Manner.,ABCC10,ABCC10,confer,PRODUCES,Gefitinib Resistance ,Gefitinib Resistance,Recipient Cells,Recipient Cells
,,,,,,,,,
32843065.0,Upregulation of METTL14 mediates the elevation of PERP mRNA N6 adenosine methylation promoting the growth and metastasis of pancreatic cancer.,dummy,dummy,induce upregulation of,STIMULATES,METTL14,METTL14,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
32843065.0,Upregulation of METTL14 mediates the elevation of PERP mRNA N6 adenosine methylation promoting the growth and metastasis of pancreatic cancer.,METTL14,METTL14,elevate,STIMULATES,PERP mRNA N6 adenosine methylation,PERP mRNA N6 adenosine methylation,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
32843065.0,Upregulation of METTL14 mediates the elevation of PERP mRNA N6 adenosine methylation promoting the growth and metastasis of pancreatic cancer.,PERP mRNA N6 adenosine methylation,PERP mRNA N6 adenosine methylation,promote,STIMULATES,Growth,Growth,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
32843065.0,Upregulation of METTL14 mediates the elevation of PERP mRNA N6 adenosine methylation promoting the growth and metastasis of pancreatic cancer.,elevation of PERP mRNA N6 adenosine methylation,elevation of PERP mRNA N6 adenosine methylation,promote,STIMULATES,metastasis,Neoplasm Metastasis,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
,,,,,,,,,
34544413.0,"LINC01605, regulated by the EP300-SMYD2 complex, potentiates the binding between METTL3 and SPTBN2 in colorectal cancer.",EP300-SMYD2 complex,EP300-SMYD2 complex,regulate,AFFECTS,LINC01605,LINC01605,Colorectal Cancer,COAD(Colon Adenocarcinoma)
34544413.0,"LINC01605, regulated by the EP300-SMYD2 complex, potentiates the binding between METTL3 and SPTBN2 in colorectal cancer.",LINC01605,LINC01605,bind,INTERACTS_WITH,METTL3,METTL3,Colorectal Cancer,COAD(Colon Adenocarcinoma)
34544413.0,"LINC01605, regulated by the EP300-SMYD2 complex, potentiates the binding between METTL3 and SPTBN2 in colorectal cancer.",LINC01605,LINC01605,bind,INTERACTS_WITH,SPTBN2,SPTBN2,Colorectal Cancer,COAD(Colon Adenocarcinoma)
,,,,,,,,,
33048840.0,HBXIP promotes gastric cancer via METTL3-mediated MYC mRNA m6A modification.,HBXIP,LAMTOR5,promote,STIMULATES,Gastric Cancer,Stomach Neoplasms,Gastric Cancer,STAD(Stomach adenocarcinoma)
33048840.0,HBXIP promotes gastric cancer via METTL3-mediated MYC mRNA m6A modification.,HBXIP,LAMTOR5,regulate,AFFECTS,METTL3,METTL3,Gastric Cancer,STAD(Stomach adenocarcinoma)
33048840.0,HBXIP promotes gastric cancer via METTL3-mediated MYC mRNA m6A modification.,METTL3,METTL3,mediate,AFFECTS,MYC mRNA m6A modification,MYC mRNA m6A modification,Gastric Cancer,STAD(Stomach adenocarcinoma)
33048840.0,HBXIP promotes gastric cancer via METTL3-mediated MYC mRNA m6A modification.,MYC mRNA m6A modification,MYC mRNA m6A modification,promote,STIMULATES,Gastric Cancer,Stomach Neoplasms,Gastric Cancer,STAD(Stomach adenocarcinoma)
,,,,,,,,,
32869897.0,METTL3 regulates m6A in endometrioid epithelial ovarian cancer independently of METTl14 and WTAP.,METTL3,METTL3,regulate,AFFECTS,m6A,m6A,Endometrioid Epithelial Ovarian Cancer,UCEC(Uterine Corpus Endometrial Carcinoma)
,,,,,,,,,
29237556.0,Ubiquitination Regulates the Proteasomal Degradation and Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein.,Ubiquitination,Ubiquitination,regulate,AFFECTS,Proteasomal Degradation,Proteasomal Degradation,Null,Null
29237556.0,Ubiquitination Regulates the Proteasomal Degradation and Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein.,Ubiquitination,Ubiquitination,regulate,AFFECTS,Nuclear Translocation,Nuclear Translocation,Null,Null
29237556.0,Ubiquitination Regulates the Proteasomal Degradation and Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein.,Proteasomal Degradation,Proteasomal Degradation,regulate,AFFECTS,FTO Protein,FTO,Null,Null
29237556.0,Ubiquitination Regulates the Proteasomal Degradation and Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein.,Nuclear Translocation,Nuclear Translocation,regulate,AFFECTS,Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein,Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein,Null,Null
,,,,,,,,,
33217317.0,Stabilization of ERK-Phosphorylated METTL3 by USP5 Increases m6A Methylation.,USP5,USP5,stabilize,MAINTAINS,ERK-Phosphorylated METTL3,ERK-Phosphorylated METTL3,Null,Null
33217317.0,Stabilization of ERK-Phosphorylated METTL3 by USP5 Increases m6A Methylation.,ERK-Phosphorylated METTL3,ERK-Phosphorylated METTL3,increase,AUGMENTS,m6A Methylation,m6A,Null,Null
,,,,,,,,,
31697949.0,METTL14-Dependent m6A Regulates Vascular Calcification Induced by Indoxyl Sulfate.,METTL14,METTL14,regulate,AFFECTS,m6A,m6A,Null,Null
31697949.0,METTL14-Dependent m6A Regulates Vascular Calcification Induced by Indoxyl Sulfate.,m6A,m6A,regulate,AFFECTS,Vascular Calcification,Vascular Calcification,Null,Null
31697949.0,METTL14-Dependent m6A Regulates Vascular Calcification Induced by Indoxyl Sulfate.,Indoxyl Sulfate,indoxyl sulfate,induce,CAUSES,Vascular Calcification,Vascular Calcification,Null,Null
,,,,,,,,,
32053707.0,HIV protease cleaves the antiviral m6A reader protein YTHDF3 in the viral particle.,HIV protease,HIV Protease,cleave,DISRUPTS,YTHDF3,YTHDF3,Viral particle,Virion
,,,,,,,,,
32344536.0,Modification of Adenosine by Mettl3 Methyltransferase in the 5'-External Transcribed Spacer of 47S Pre-rRNA Affects rRNA Maturation.,Mettl3,METTL3,modify,AFFECTS,Adenosine,adenosine,5'-External Transcribed Spacer of 47S Pre-rRNA,5'-External Transcribed Spacer of 47S Pre-rRNA
32344536.0,Modification of Adenosine by Mettl3 Methyltransferase in the 5'-External Transcribed Spacer of 47S Pre-rRNA Affects rRNA Maturation.,Adenosine,adenosine,affect,AFFECTS,rRNA Maturation,rRNA Maturation,5'-External Transcribed Spacer of 47S Pre-rRNA,5'-External Transcribed Spacer of 47S Pre-rRNA
,,,,,,,,,
33966037.0,WNT/beta-catenin-suppressed FTO expression increases m6A of c-Myc mRNA to promote tumor cell glycolysis and tumorigenesis.,WNT/beta-catenin,WNT/beta-catenin pathway,suppress,INHIBITS,FTO,FTO,Tumor cell glycolysis and tumorigenesis,Tumor cell glycolysis and tumorigenesis
33966037.0,WNT/beta-catenin-suppressed FTO expression increases m6A of c-Myc mRNA to promote tumor cell glycolysis and tumorigenesis.,FTO,FTO,increase,AUGMENTS,m6A,m6A,Tumor cell glycolysis and tumorigenesis,Tumor cell glycolysis and tumorigenesis
33966037.0,WNT/beta-catenin-suppressed FTO expression increases m6A of c-Myc mRNA to promote tumor cell glycolysis and tumorigenesis.,m6A,m6A,is on,LOCATES,c-Myc mRNA,MYC,Tumor cell glycolysis and tumorigenesis,Tumor cell glycolysis and tumorigenesis
33966037.0,WNT/beta-catenin-suppressed FTO expression increases m6A of c-Myc mRNA to promote tumor cell glycolysis and tumorigenesis.,c-Myc mRNA,MYC,promote,STIMULATES,glycolysis,glycolytic process,Tumor cell glycolysis and tumorigenesis,Tumor cell glycolysis and tumorigenesis
33966037.0,WNT/beta-catenin-suppressed FTO expression increases m6A of c-Myc mRNA to promote tumor cell glycolysis and tumorigenesis.,c-Myc mRNA,MYC,promote,STIMULATES,tumorigenesis,Carcinogenesis,Tumor cell glycolysis and tumorigenesis,Tumor cell glycolysis and tumorigenesis
,,,,,,,,,
31438961.0,WTAP facilitates progression of hepatocellular carcinoma via m6A-HuR-dependent epigenetic silencing of ETS1.,WTAP,WTAP,facilitate,AUGMENTS,Progression,progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31438961.0,WTAP facilitates progression of hepatocellular carcinoma via m6A-HuR-dependent epigenetic silencing of ETS1.,WTAP,WTAP,regulate,AFFECTS,m6A,m6A,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31438961.0,WTAP facilitates progression of hepatocellular carcinoma via m6A-HuR-dependent epigenetic silencing of ETS1.,HuR,ELAVL1,bind,INTERACTS_WITH,m6A,m6A,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31438961.0,WTAP facilitates progression of hepatocellular carcinoma via m6A-HuR-dependent epigenetic silencing of ETS1.,HuR,ELAVL1,silence,INHIBITS,ETS1,ETS1,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31438961.0,WTAP facilitates progression of hepatocellular carcinoma via m6A-HuR-dependent epigenetic silencing of ETS1.,ETS1,ETS1,inhibit,INHIBITS,Progression,progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
33867838.0,"CircMETTL3, upregulated in a m6A-dependent manner, promotes breast cancer progression.",m6A,m6A,upregulate,STIMULATES,CircMETTL3,CircMETTL3,Breast Cancer,BRCA(Breast Invasive Carcinoma)
33867838.0,"CircMETTL3, upregulated in a m6A-dependent manner, promotes breast cancer progression.",CircMETTL3,CircMETTL3,promote,STIMULATES,Progression,progression,Breast Cancer,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
33819187.0,WTAP promotes myocardial ischemia/reperfusion injury by increasing endoplasmic reticulum stress via regulating m6A modification of ATF4 mRNA.,WTAP,WTAP,promote,STIMULATES,Myocardial Ischemia/Reperfusion Injury,Myocardial Ischemia Reperfusion Injury,myocardial ischemia/reperfusion injury,myocardial ischemia/reperfusion injury
33819187.0,WTAP promotes myocardial ischemia/reperfusion injury by increasing endoplasmic reticulum stress via regulating m6A modification of ATF4 mRNA.,WTAP,WTAP,regulate,AFFECTS,m6A,m6A,myocardial ischemia/reperfusion injury,myocardial ischemia/reperfusion injury
33819187.0,WTAP promotes myocardial ischemia/reperfusion injury by increasing endoplasmic reticulum stress via regulating m6A modification of ATF4 mRNA.,m6A,m6A,is on,LOCATES,ATF4 mRNA,ATF4,myocardial ischemia/reperfusion injury,myocardial ischemia/reperfusion injury
33819187.0,WTAP promotes myocardial ischemia/reperfusion injury by increasing endoplasmic reticulum stress via regulating m6A modification of ATF4 mRNA.,ATF4 mRNA,ATF4,increase,AUGMENTS,Endoplasmic Reticulum Stress,Endoplasmic Reticulum Stress,myocardial ischemia/reperfusion injury,myocardial ischemia/reperfusion injury
33819187.0,WTAP promotes myocardial ischemia/reperfusion injury by increasing endoplasmic reticulum stress via regulating m6A modification of ATF4 mRNA.,Endoplasmic Reticulum Stress,Endoplasmic Reticulum Stress,promote,STIMULATES,Myocardial Ischemia/Reperfusion Injury,Myocardial Ischemia Reperfusion Injury,myocardial ischemia/reperfusion injury,myocardial ischemia/reperfusion injury
,,,,,,,,,
32266933.0,"m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma.",METTL3,METTL3,regulate,AFFECTS,m6A,m6A,Osteosarcoma,SARC(Sarcoma)
32266933.0,"m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma.",ELAVL1,ELAVL1,regulate,AFFECTS,m6A,m6A,Osteosarcoma,SARC(Sarcoma)
32266933.0,"m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma.",m6A,m6A,upregulate,STIMULATES,DRG1,DRG1,Osteosarcoma,SARC(Sarcoma)
32266933.0,"m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma.",DRG1,DRG1,promote,STIMULATES,Growth,Growth,Osteosarcoma,SARC(Sarcoma)
32266933.0,"m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma.",DRG1,DRG1,promote,STIMULATES,Migration,migration,Osteosarcoma,SARC(Sarcoma)
32266933.0,"m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma.",DRG1,DRG1,promote,STIMULATES,Colony Formation,Colony Formation,Osteosarcoma,SARC(Sarcoma)
,,,,,,,,,
33947842.0,N6-methyladenosine demethylase FTO impairs hepatic ischemia-reperfusion injury via inhibiting Drp1-mediated mitochondrial fragmentation.,FTO,FTO,impair,INHIBITS,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury
33947842.0,N6-methyladenosine demethylase FTO impairs hepatic ischemia-reperfusion injury via inhibiting Drp1-mediated mitochondrial fragmentation.,FTO,FTO,inhibit,INHIBITS,Drp1,DNM1L,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury
33947842.0,N6-methyladenosine demethylase FTO impairs hepatic ischemia-reperfusion injury via inhibiting Drp1-mediated mitochondrial fragmentation.,Drp1,DNM1L,mediate,AFFECTS,Mitochondrial Fragmentation,mitochondrial fragmentation,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury
33947842.0,N6-methyladenosine demethylase FTO impairs hepatic ischemia-reperfusion injury via inhibiting Drp1-mediated mitochondrial fragmentation.,Mitochondrial Fragmentation,mitochondrial fragmentation,impair,INHIBITS,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury,Hepatic Ischemia-Reperfusion Injury
,,,,,,,,,
34076991.0,The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2.,METTL3,METTL3,promote,STIMULATES,Stemness,Stemness,Breast Cancer,BRCA(Breast Invasive Carcinoma)
34076991.0,The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2.,METTL3,METTL3,promote,STIMULATES,Malignant Progression,Malignant Progression,Breast Cancer,BRCA(Breast Invasive Carcinoma)
34076991.0,The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2.,METTL3,METTL3,mediate,AFFECTS,m6A,m6A,Breast Cancer,BRCA(Breast Invasive Carcinoma)
34076991.0,The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2.,m6A,m6A,is on,LOCATES,SOX2,SOX2,Breast Cancer,BRCA(Breast Invasive Carcinoma)
34076991.0,The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2.,SOX2,SOX2,promote,STIMULATES,Stemness,Stemness,Breast Cancer,BRCA(Breast Invasive Carcinoma)
34076991.0,The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2.,SOX2,SOX2,promote,STIMULATES,Malignant Progression,Malignant Progression,Breast Cancer,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,METTL3,METTL3,promote,STIMULATES,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,N6-methyladenosine,m6A,promote,STIMULATES,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,miR-21-5p,miR-21-5p,activate,STIMULATES,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,METTL3,METTL3,promote,STIMULATES,SPRY1/ERK/NF-kappaB pathway activation,SPRY1/ERK/NF-kappaB pathway activation,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,N6-methyladenosine,m6A,promote,STIMULATES,SPRY1/ERK/NF-kappaB pathway activation,SPRY1/ERK/NF-kappaB pathway activation,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,miR-21-5p,miR-21-5p,activate,STIMULATES,SPRY1/ERK/NF-kappaB pathway activation,SPRY1/ERK/NF-kappaB pathway activation,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,SPRY1/ERK/NF-kappaB pathway,SPRY1/ERK/NF-kappaB pathway,regulate,AFFECTS,inflammation,inflammatory response,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
34164910.0,METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation.,inflammation,inflammatory response,promote,STIMULATES,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis,Obstructive Renal Fibrosis
