"","pmid","title"
"4353","36378581","Fat mass and obesity-associated protein alleviates Abeta1-40 induced retinal pigment epithelial cells degeneration via PKA/CREB signaling pathway."
"4357","36380687","YTHDF3 mediates HNF1alpha regulation of cervical cancer radio-resistance by promoting RAD51D translation in an m6A-dependent manner."
"4363","36382943","Early recruitment of PARP-dependent m8A RNA methylation at DNA lesions is subsequently accompanied by active DNA demethylation."
"4368","36384975","LncRNA Airn alleviates diabetic cardiac fibrosis by inhibiting activation of cardiac fibroblasts via a m6A-IMP2-p53 axis."
"4373","36386128","METTL3/m6A/IFIT2 regulates proliferation, invasion and immunity in esophageal squamous cell carcinoma."
"4378","36387210","WFDC21P promotes triple-negative breast cancer proliferation and migration through WFDC21P/miR-628/SMAD3 axis."
"4384","36397058","N6-methyladenosine-mediated SH3BP5-AS1 upregulation promotes GEM chemoresistance in pancreatic cancer by activating the Wnt signaling pathway."
"4389","36397699","N6-Methyladenosine modification (m6A) of circRNA-ZNF638 contributes the induced activation of SHF stem cells through miR-361-5p/Wnt5a axis in cashmere goats."
"4394","36399125","Mettl3-mediated m6A modification of Fgf16 restricts cardiomyocyte proliferation during heart regeneration."
"4398","36399511","METTL3-mediated m6A modification stabilizes TERRA and maintains telomere stability."
"4402","36401086","METTL14 upregulates TCF1 through m6A mRNA methylation to stimulate osteogenic activity in osteoporosis."
"4406","36401285","HNRNPA2B1-mediated m6A modification of TLR4 mRNA promotes progression of multiple myeloma."
"4411","36403721","Glutamate from nerve cells promotes perineural invasion in pancreatic cancer by regulating tumor glycolysis through HK2 mRNA-m6A modification."
"4417","36403857","N6-methyladenosine (m6A) RNA methylation mediated by methyltransferase complex subunit WTAP regulates amelogenesis."
"4421","36406135","METTL16 regulates m6A methylation on chronic hepatitis B associated gene HLA-DPB1 involved in liver fibrosis."
"4426","36412513","WTAP dysregulation-mediated HMGN3-m6A modification inhibited trophoblast invasion in early-onset preeclampsia."
"4430","36413861","Linc-UROD stabilizes ENO1 and PKM to strengthen glycolysis, proliferation and migration of pancreatic cancer cells."
"4437","36416766","FIONA1 is an N6-methyladenosine methyltransferase that plays a vital role in floral transition via affecting the splicing of FLC and the stability of SPL3 and SEP3 in Arabidopsis."
"4445","36417851","m6A-modified lincRNA Dubr is required for neuronal development by stabilizing YTHDF1/3 and facilitating mRNA translation."
"4450","36418936","ALKBH5 in mouse testicular Sertoli cells regulates Cdh2 mRNA translation to maintain blood-testis barrier integrity."
"4453","36419136","UBR7 inhibits HCC tumorigenesis by targeting Keap1/Nrf2/Bach1/HK2 and glycolysis."
"4460","36422864","N6-methyladenosine (m6A) reader Pho92 is recruited co-transcriptionally and couples translation to mRNA decay to promote meiotic fitness in yeast."
"4466","36423520","HDLBP-stabilized lncFAL inhibits ferroptosis vulnerability by diminishing Trim69-dependent FSP1 degradation in hepatocellular carcinoma."
"4472","36428672","N6-Methyladenosine Modification of CIRCKRT17 Initiated by METTL3 Promotes Osimertinib Resistance of Lung Adenocarcinoma by EIF4A3 to Enhance YAP1 Stability."
"4478","36434904","METTL16 epigenetically enhances GPX4 expression via m6A modification to promote breast cancer progression by inhibiting ferroptosis."
"4485","36438499","Cancer-associated fibroblasts facilitate premetastatic niche formation through lncRNA SNHG5-mediated angiogenesis and vascular permeability in breast cancer."
"4492","36439881","ELK1-mediated YTHDF1 drives prostate cancer progression by facilitating the translation of Polo-like kinase 1 in an m6A dependent manner."
"4498","36441764","A single N6-methyladenosine site regulates lncRNA HOTAIR function in breast cancer cells."
"4501","36444808","N6-methyladenosine plays a dual role in arsenic carcinogenesis by temporal-specific control of core target AKT1."
"4503","36445237","m6A methyltransferase METTL3 inhibits endometriosis by regulating alternative splicing of MIR17HG."
"4506","36448247","RNA m6A methyltransferase METTL14 promotes the procession of non-small cell lung cancer by targeted CSF1R."
"4510","36305219","The blue light receptor CRY1 interacts with FIP37 to promote N6-methyladenosine RNA modification and photomorphogenesis in Arabidopsis."
"4514","36305690","PRKAA1, stabilized by FTO in an m6A-YTHDF2-dependent manner, promotes cell proliferation and glycolysis of gastric cancer by regulating the redox balance."
"4522","36306790","The m6A reader IGF2BP2 regulates glutamine metabolism and represents a therapeutic target in acute myeloid leukemia."
"4525","36307435","The N6-methyladenosine methyltransferase METTL16 enables erythropoiesis through safeguarding genome integrity."
"4529","36307991","N6-methyladenosine demethylase FTO enhances chemo-resistance in colorectal cancer through SIVA1-mediated apoptosis."
"4534","36308276","Feedforward loop between IMP1 and YAP/TAZ promotes tumorigenesis and malignant progression in glioblastoma."
"4541","36313631","IGF2BP3 promotes progression of gallbladder carcinoma by stabilizing KLK5 mRNA in N6-methyladenosine-dependent binding."
"4547","36319624","Downregulation of METTL14 improves postmenopausal osteoporosis via IGF2BP1 dependent posttranscriptional silencing of SMAD1."
"4552","36324258","N6-methyladenosine reader YTHDF3 regulates melanoma metastasis via its 'executor'LOXL3."
"4557","36326914","N6-methyladenosine (m6A) writer KIAA1429 accelerates gastric cancer oxaliplatin chemoresistance by targeting FOXM1."
"4561","36327034","FTO inhibits oxidative stress by mediating m6A demethylation of Nrf2 to alleviate cerebral ischemia/reperfusion injury."
"4566","36333113","PARP1 Is Upregulated by Hyperglycemia Via N6-methyladenosine Modification and Promotes Diabetic Retinopathy."
"4571","36333630","NRP1 contributes to stemness and potentiates radioresistance via WTAP-mediated m6A methylation of Bcl-2 mRNA in breast cancer."
"4579","36335087","ALKBH5-mediated m6A modification of lincRNA LINC02551 enhances the stability of DDX24 to promote hepatocellular carcinoma growth and metastasis."
"4584","36336035","Long-term cadmium exposure impairs cognitive function by activating lnc-Gm10532/m6A/FIS1 axis-mediated mitochondrial fission and dysfunction."
"4587","36341394","Mettl14-mediated m6A modification enhances the function of Foxp3<sup>+</sup> regulatory T cells and promotes allograft acceptance."
"4591","36344496","LINC01468 drives NAFLD-HCC progression through CUL4A-linked degradation of SHIP2."
"4596","36347844","FMR1 promotes the progression of colorectal cancer cell by stabilizing EGFR mRNA in an m6A-dependent manner."
"4601","36348020","METTL3 promotes colorectal cancer metastasis by promoting the maturation of pri-microRNA-196b."
"4605","36351918","METTL14 is required for exercise-induced cardiac hypertrophy and protects against myocardial ischemia-reperfusion injury."
"4608","36352154","Mechanism of METTL14-mediated m6A modification in non-small cell lung cancer cell resistance to cisplatin."
"4613","36352530","Aberrant elevation of FTO levels promotes liver steatosis by decreasing the m6A methylation and increasing the stability of SREBF1 and ChREBP mRNAs."
"4621","36357715","RNA methyltransferase NSun2 deficiency promotes neurodegeneration through epitranscriptomic regulation of tau phosphorylation."
"4627","36358799","IGF2BP2 Promotes Epithelial to Mesenchymal Transition and Metastasis through Stabilizing HMGA1 mRNA in Gastric Cancer."
"4633","36368367","YTHDF1 regulates endoplasmic reticulum stress, NF-kappaB, MAPK and PI3K-AKT signaling pathways in inflammatory osteoclastogenesis."
"4638","36368640","Matr3 reshapes m6A modification complex to alleviate macrophage inflammation during atherosclerosis."
"4642","36369887","METTL3-mediated long non-coding RNA MIR99AHG methylation targets miR-4660 to promote bone marrow mesenchymal stem cell osteogenic differentiation."
"4646","36370665","N6-methyladenosine-modified circular RNA QSOX1 promotes colorectal cancer resistance to anti-CTLA-4 therapy through induction of intratumoral regulatory T cells."
"4651","36370857","METTL3 boosts glycolysis and cardiac fibroblast proliferation by increasing AR methylation."
"4657","36249006","m6A-binding protein IGF2BP1 promotes the malignant phenotypes of lung adenocarcinoma."
"4661","36250924","RNA m6A reader IGF2BP3 promotes metastasis of triple-negative breast cancer via SLIT2 repression."
"4665","36257380","METTL3-mediated N6-methyladenosine modification and HDAC5/YY1 promote IFFO1 downregulation in tumor development and chemo-resistance."
"4670","36257938","LCAT1 is an oncogenic LncRNA by stabilizing the IGF2BP2-CDC6 axis."
"4672","36260529","N6-methyladenosine modification in trophoblasts promotes circSETD2 expression, inhibits miR-181a-5p, and elevates MCL1 transcription to reduce apoptosis of trophoblasts."
"4677","36263168","N6-methyladenosine of Socs1 modulates macrophage inflammatory response in different stiffness environments."
"4681","36263177","FTO-mediated autophagy promotes progression of clear cell renal cell carcinoma via regulating SIK2 mRNA stability."
"4686","36264173","Extracellular vesicle-mediated transfer of lncRNA IGFL2-AS1 confers sunitinib resistance in renal cell carcinoma."
"4689","36264762","METTL14 promotes migration and invasion of choroidal melanoma by targeting RUNX2 mRNA via m6A modification."
"4695","36265285","RNA-m6A modification of HDGF mediated by Mettl3 aggravates the progression of atherosclerosis by regulating macrophages polarization via energy metabolism reprogramming."
"4702","36276112","METTL3-IGF2BP3-axis mediates the proliferation and migration of pancreatic cancer by regulating spermine synthase m6A modification."
"4708","36281789","IGF2BP2 serves as a core m6A regulator in head and neck squamous cell carcinoma."
"4710","36282350","METTL3-modified lncRNA-SNHG8 binds to PTBP1 to regulate ALAS2 expression to increase oxidative stress and promote myocardial infarction."
"4716","36284068","LOC101929709 promotes gastric cancer progression by aiding LIN28B to stabilize c-MYC mRNA."
"4721","36284300","LncRNA FENDRR with m6A RNA methylation regulates hypoxia-induced pulmonary artery endothelial cell pyroptosis by mediating DRP1 DNA methylation."
"4726","36284441","Mettl14 mutation restrains liver regeneration by attenuating mitogens derived from non-parenchymal liver cells."
"4731","36288387","The feedback loop of METTL14 and USP38 regulates cell migration, invasion and EMT as well as metastasis in bladder cancer."
"4736","36288717","m6A modification confers thermal vulnerability to HPV E7 oncotranscripts via reverse regulation of its reader protein IGF2BP1 upon heat stress."
"4742","36288719","METTL3 regulates m6A methylation of PTCH1 and GLI2 in Sonic hedgehog signaling to promote tumor progression in SHH-medulloblastoma."
"4749","36291811","m6A Methyltransferase KIAA1429 Regulates the Cisplatin Sensitivity of Gastric Cancer Cells via Stabilizing FOXM1 mRNA."
"4753","36293529","Reduction of Methyltransferase-like 3-Mediated RNA N6-Methyladenosine Exacerbates the Development of Psoriasis Vulgaris in Imiquimod-Induced Psoriasis-like Mouse Model."
"4758","36302453","Downregulation of the m6A reader protein YTHDC1 leads to islet beta-cell failure and diabetes."
"4762","36303109","Acetaminophen changes the RNA m6A levels and m6A-related proteins expression in IL-1beta-treated chondrocyte cells."
"4766","36170767","The m6A methyltransferase METTL3 promotes trophoblast cell invasion by regulating MYLK expression."
"4770","36171455","N6-methyladenosine reader YTHDF3 contributes to the aerobic glycolysis of osteosarcoma through stabilizing PGK1 stability."
"4775","36171622","Long non-coding RNA NEAT1 mediated RPRD1B stability facilitates fatty acid metabolism and lymph node metastasis via c-Jun/c-Fos/SREBP1 axis in gastric cancer."
"4782","36172147","FTO promotes liver inflammation by suppressing m6A mRNA methylation of IL-17RA."
"4787","36173464","WTAP mediates FOXP3 mRNA stability to promote SMARCE1 expression and augment glycolysis in colon adenocarcinoma."
"4792","36174712","N6-methyladenosine modification on Hmbox1 is related to telomere dysfunction in DEHP-induced male reproductive injury."
